UID,Date,Ticker,Sentiment,Reason
13897,2016-05-04,PYPL,Bullish,"PayPal's analyst target price suggests a 14.6% upside, indicating positive growth potential."
13898,2016-05-04,QRVO,Neutral,The upcoming earnings report for Qorvo is mentioned without a clear positive or negative directional signal.
13899,2016-05-04,COST,Slightly Bearish,Costco's involvement in a frozen food recall due to Listeria fears and a slight stock decline suggest a minor negative impact.
13900,2016-05-04,AMGN,Slightly Bearish,Amgen's stock crossing below its 200-day moving average indicates a slight negative technical signal.
13901,2016-05-04,TSCO,Neutral,The news item mentions Tractor Supply Company with a Zacks Rank #2 (Buy) but provides no specific positive or negative information about the company's performance or outlook.
13902,2016-05-04,ALGN,Bullish,Align Technology's announcement of a $50 million stock repurchase agreement indicates confidence in the company's value and future prospects.
13903,2016-05-04,EXPE,Bullish,"Expedia's strong results mentioned in the summary suggest positive performance and investor interest, raising expectations for related companies."
13904,2016-05-04,EXPE,Bearish,"The news highlights a concerning projection of declining EPS for the next quarter, indicating potential downside risk for Expedia despite strong past performance."
13905,2016-05-04,QCOM,Bullish,"Qualcomm's advancement to 10-nanometer chips positions it ahead of Apple in chip power efficiency, suggesting a competitive advantage."
13906,2016-05-04,EXPE,Neutral,The news focuses on Priceline's performance and guidance without providing specific positive or negative information about Expedia.
13907,2016-05-04,CHTR,Bullish,"Charter Communications is highlighted as a significant investment for Liberty Media, suggesting potential gains and positive exposure."
13908,2016-05-04,BIDU,Strongly Bearish,"Baidu's stock is negatively impacted by a health scandal, recalling a previous significant drop of 25% in a single day due to similar issues."
13909,2016-05-04,SBUX,Slightly Bullish,Starbucks' introduction of a new Frappuccino flavor and a slight stock increase of 0.3% indicate mild positive momentum.
13910,2016-05-04,QCOM,Neutral,The news focuses on Intel's mobile business challenges without providing specific positive or negative information about Qualcomm's performance.
13911,2016-05-05,ORLY,Neutral,The news item mentions O'Reilly Automotive in passing without any specific positive or negative information about the company's performance.
13912,2016-05-05,ALGN,Neutral,The news item lists Align Technology among other companies without providing specific positive or negative details about its performance.
13913,2016-05-05,EBAY,Slightly Bullish,"eBay is described as more stable and predictable compared to a competitor, suggesting a mild positive outlook."
13914,2016-05-05,EXPE,Neutral,The news focuses on TripAdvisor's performance without providing specific positive or negative information about Expedia.
13915,2016-05-05,SIRI,Slightly Bullish,"Sirius XM Holdings is mentioned with a Zacks Rank #2 (Buy), indicating a mildly positive outlook among better-ranked stocks."
13916,2016-05-05,SIRI,Slightly Bullish,"Sirius XM Holdings carries a Zacks Rank #2 (Buy), suggesting a mildly positive sentiment in the context of other ranked stocks."
13917,2016-05-05,ADP,Bearish,Automatic Data Processing's report of weaker-than-expected job additions in April suggests negative economic implications and underperformance.
13918,2016-05-05,QRVO,Strongly Bullish,"Qorvo's stock is trading up 8.5%, topping the list of best-performing S&P 500 components, indicating strong positive momentum."
13919,2016-05-05,COST,Slightly Bearish,"Costco's loss of co-branding relationships, such as with Amex, suggests mild negative impact despite some cardholders signing up for other products."
13920,2016-05-05,COST,Neutral,The news focuses on Whole Foods' competitive challenges without providing specific positive or negative information about Costco's performance.
13921,2016-05-05,QRVO,Slightly Bullish,"Qorvo reported non-GAAP earnings that, while down from the previous year, still beat expectations, indicating a mildly positive performance."
13922,2016-05-05,EA,Slightly Bullish,"Electronic Arts has a positive Earnings ESP of +6.67% and a Zacks Rank #3 (Hold), suggesting a mild likelihood of an earnings beat."
13923,2016-05-05,BMRN,Bearish,"BioMarin Pharmaceutical is the worst-performing Nasdaq 100 component, trading down 2.5%, indicating negative market sentiment."
13924,2016-05-05,QCOM,Neutral,The news refutes an argument about Intel's mobile chip decisions without providing specific positive or negative information about Qualcomm.
13925,2016-05-05,SBUX,Neutral,The news discusses hedge fund holdings of Starbucks without providing specific positive or negative information about the company's performance.
13926,2016-05-05,EBAY,Bullish,"eBay's earnings per share significantly exceeded the Zacks Consensus Estimate, indicating strong positive performance."
13927,2016-05-05,AMGN,Neutral,The news mentions Amgen among other biotech companies reporting earnings without specific positive or negative details about its performance.
13928,2016-05-05,GILD,Neutral,The news focuses on Merck's first-quarter earnings without providing specific positive or negative information about Gilead.
13929,2016-05-05,CMCSA,Neutral,The news discusses Windstream Holdings' performance without providing specific positive or negative information about Comcast.
13930,2016-05-05,KHC,Strongly Bullish,"Kraft Heinz's stock gained almost 6% after-hours due to better-than-expected Q1 results and a 37.7% earnings surge, indicating strong positive momentum."
13931,2016-05-05,KHC,Bullish,"The news highlights Kraft Heinz's impressive quarterly performance and a big expected pop in stock price, indicating strong positive momentum."
13932,2016-05-05,KHC,Strongly Bullish,"Kraft Heinz's first-quarter earnings surged significantly to 73 cents per share from 24 cents, with a 3.7% stock rise on high trading volume, signaling a major positive catalyst."
13933,2016-05-05,EXC,Neutral,The news provides factual earnings reporting information for Exelon without a clear positive or negative directional signal.
13934,2016-05-05,BIDU,Bullish,"Baidu reported adjusted earnings that exceeded expectations, supported by higher revenues, indicating a positive outlook despite broader market declines."
13935,2016-05-05,TMUS,Slightly Bullish,"T-Mobile is adding more subscribers than it loses to competitors, with factors suggesting continued growth in its postpaid base, indicating a slightly positive outlook."
13936,2016-05-05,KHC,Neutral,The news about Kraft Heinz declaring a regular quarterly dividend lacks a clear directional impact on the stock's sentiment.
13937,2016-05-05,CTSH,Slightly Bearish,"Cognizant missed consensus earnings in a previous quarter and has a lower P/E ratio compared to the industry, suggesting slight downside risk."
13938,2016-05-05,BIIB,Neutral,The news mentions Biogen's decision to spin off its hemophilia business without a clear positive or negative impact on the stock's outlook.
13939,2016-05-05,BIIB,Neutral,"The mention of Biogen's partnership with Ionis lacks specific details on impact, resulting in no clear directional sentiment."
13940,2016-05-05,ADP,Slightly Bearish,"The news highlights a weaker-than-expected ADP report on job creation, suggesting potential downside risk for the stock."
13941,2016-05-05,CMCSA,Slightly Bullish,"Comcast's acquisition of DreamWorks is presented as a strategic move to emulate Disney, suggesting a slightly positive outlook."
13942,2016-05-05,CMCSA,Neutral,"The news reports Comcast's stock as unchanged with a 'buy range' recommendation, lacking a strong directional signal."
13943,2016-05-05,CMCSA,Slightly Bearish,"The news suggests Comcast may withhold live-streaming programming from Hulu due to potential threats to its MVPD model, indicating slight downside risk."
13944,2016-05-05,ROST,Slightly Bearish,"Ross Stores is reported to be trading down 1.6%, indicating a slight negative performance in the market."
13945,2016-05-06,CTSH,Bearish,"Cognizant issued weak guidance for the current quarter despite beating Q1 earnings, suggesting moderate downside risk."
13946,2016-05-06,PEP,Slightly Bullish,"PepsiCo is highlighted as a stable grower with potential for profit margin expansion, indicating a slightly positive outlook."
13947,2016-05-06,AMGN,Bullish,"Amgen topped first-quarter earnings and revenues, indicating a strong positive performance."
13948,2016-05-06,TSCO,Slightly Bullish,"Tractor Supply Company increased its quarterly dividend by 20%, signaling a positive outlook for shareholders."
13949,2016-05-06,CTSH,Slightly Bullish,"Cognizant beat Q1 earnings expectations, which suggests a slightly positive sentiment despite other unspecified factors."
13950,2016-05-06,CTSH,Bearish,"Cognizant reported strong Q1 earnings but issued weak guidance for Q2, indicating moderate downside risk."
13951,2016-05-06,CTSH,Slightly Bullish,"Cognizant's Q1 earnings surpassed expectations, indicating a slightly positive outlook despite revenue shortfall."
13952,2016-05-06,CTSH,Bearish,"Cognizant's weak Q2 guidance overshadows its strong Q1 earnings, suggesting moderate downside risk."
13953,2016-05-06,XEL,Neutral,The news provides factual earnings reporting information for Xcel Energy without a clear positive or negative directional signal.
13954,2016-05-06,SBUX,Neutral,The news mentions Starbucks in relation to Sonic Corp.'s dividend without specific impact on Starbucks' outlook.
13955,2016-05-06,SBUX,Neutral,The news mentions Starbucks in relation to Cheesecake Factory's dividend without specific impact on Starbucks' outlook.
13956,2016-05-06,ADP,Slightly Bearish,"The news reports lower-than-expected private sector job creation in the ADP report, indicating slight downside risk."
13957,2016-05-06,ADP,Neutral,The news discusses changes in ADP positions among funds without a clear positive or negative impact on the stock.
13958,2016-05-06,SBUX,Neutral,The news compares Starbucks to Altria in terms of addictive products without a specific directional impact on Starbucks' stock.
13959,2016-05-06,ON,Neutral,The news provides factual earnings reporting information for ON without a clear positive or negative directional signal.
13960,2016-05-06,SBUX,Slightly Bullish,"Starbucks is highlighted as a Mother's Day stock pick due to its appeal to sleep-deprived moms, suggesting a slightly positive outlook."
13961,2016-05-06,EA,Slightly Bullish,"The title and summary suggest potential for Electronic Arts to beat earnings estimates, indicating a positive outlook."
13962,2016-05-06,XEL,Slightly Bullish,Xcel Energy's mention of a positive earnings surprise last quarter suggests a favorable performance trend.
13963,2016-05-06,PEP,Bullish,PepsiCo's 7% increase in quarterly dividend signals strong financial health and positive investor sentiment.
13964,2016-05-06,ORLY,Neutral,The news item focuses on Cash America International and does not provide specific positive or negative information about O'Reilly Automotive.
13965,2016-05-06,EXPE,Bullish,Expedia's significant positive earnings surprise of 46.87% indicates strong financial performance and growth potential.
13966,2016-05-06,COST,Slightly Bearish,"Costco's stock is reported to be down 1.5%, suggesting a slight negative market reaction."
13967,2016-05-06,CMCSA,Neutral,The summary discusses potential future developments for Alphabet without specific positive or negative impact on Comcast.
13968,2016-05-06,GILD,Bearish,Gilead Sciences' disappointing first-quarter results indicate negative investor sentiment and underperformance.
13969,2016-05-06,DISH,Slightly Bullish,Dish Network's stock climbing due to auction news suggests a positive market reaction despite a short position by an investment firm.
13970,2016-05-06,DISH,Bullish,Dish Network's stock trading up 4.2% indicates a strong positive market performance for the day.
13971,2016-05-06,INCY,Slightly Bearish,Incyte's negative ESP of -46.67% suggests difficulty in beating earnings estimates despite a good historical track record.
13972,2016-05-06,INCY,Bearish,Incyte's significant miss on consensus earnings per share in a prior quarter and high P/E ratio suggest overvaluation and negative sentiment.
13973,2016-05-06,EXC,Neutral,Exelon's mention as a stable grower lacks specific directional impact or catalyst for sentiment.
13974,2016-05-06,CMCSA,Slightly Bearish,Comcast's stock being down 0.5% indicates a slight negative market reaction.
13975,2016-05-06,EXC,Slightly Bullish,Exelon's stock being up 1.1% suggests a slight positive market reaction.
13976,2016-05-06,KHC,Slightly Bearish,Kraft Heinz's stock being down 0.7% indicates a slight negative market reaction.
13977,2016-05-06,EBAY,Neutral,The summary focuses on Alibaba's results without specific mention of eBay's performance or impact.
13978,2016-05-06,EBAY,Bullish,eBay's EPS surpassing the Zacks Consensus Estimate by a significant margin indicates strong financial performance.
13979,2016-05-06,EXC,Slightly Bullish,Exelon beating Q1 earnings estimates suggests a positive financial performance despite missing revenue estimates.
13980,2016-05-06,ADBE,Neutral,The summary mentions Adobe in passing without specific positive or negative information about its performance.
13981,2016-05-06,BIDU,Neutral,Baidu's mention in relation to autonomous driving technology lacks specific positive or negative impact on its stock.
13982,2016-05-06,ORLY,Bullish,O'Reilly Automotive being a long-term holding with positive commentary suggests strong confidence in its performance.
13983,2016-05-06,EXC,Slightly Bullish,Exelon topping Q1 earnings estimates indicates a positive financial performance despite revenue lag.
13984,2016-05-09,INCY,Slightly Bullish,Incyte's potential 30.85% upside to analyst target price suggests a positive outlook despite other challenges.
13985,2016-05-09,INCY,Slightly Bearish,Incyte's negative ESP of -46.67% suggests difficulty in beating earnings estimates despite a strong historical surprise record.
13986,2016-05-09,XEL,Neutral,Xcel Energy beating earnings by a penny but lagging revenues presents a mixed financial performance without clear direction.
13987,2016-05-09,PAYX,Neutral,The summary focuses on TAL International Group without specific positive or negative information about Paychex.
13988,2016-05-09,PAYX,Neutral,The summary focuses on Archrock without specific positive or negative information about Paychex.
13989,2016-05-09,SWKS,Slightly Bullish,Skyworks Solutions' upcoming ex-dividend date and solid earnings per share suggest a stable positive outlook.
13990,2016-05-09,BMRN,Bullish,BioMarin Pharmaceutical's significant 41.17% upside to analyst target price indicates strong positive sentiment.
13991,2016-05-09,QCOM,Neutral,"The news mentions a slight 0.1% increase for Qualcomm, but the primary focus is on the ETF outflow, lacking a strong directional signal for QCOM."
13992,2016-05-09,NTES,Slightly Bearish,"The summary highlights intensifying competition for NetEase in the video and brand advertising market, suggesting potential downside risk."
13993,2016-05-09,SBUX,Neutral,The news focuses on another company (Ruth's Hospitality Group) with no specific information or impact mentioned for Starbucks.
13994,2016-05-09,EA,Neutral,The summary discusses Electronic Arts' sales forecasts and stock price moves without a clear positive or negative catalyst for the stock.
13995,2016-05-09,ADP,Neutral,The news is about another company (Computer Programs and Systems) with no specific information or impact provided for Automatic Data Processing.
13996,2016-05-09,BIDU,Bearish,"Baidu's stock is reported to be down 7.94%, indicating a significant negative price movement in the pre-market."
13997,2016-05-09,DISH,Bullish,"The summary highlights a 40.87% upside potential for DISH based on analyst target prices, indicating a positive outlook."
13998,2016-05-09,BIDU,Bullish,"The news reports a surge in Baidu's stock price before inclusion in MSCI indexes, suggesting positive momentum."
13999,2016-05-09,BIDU,Neutral,The summary focuses on other Nasdaq 100 components with no specific information or impact mentioned for Baidu.
14000,2016-05-09,TMUS,Slightly Bullish,"T-Mobile's update on cheaper calls and roaming in Cuba, along with a 1% stock increase, suggests a slightly positive development."
14001,2016-05-09,EA,Slightly Bullish,"The summary suggests Electronic Arts might surprise in earnings with a positive ESP and a hold rating, indicating slight upside potential."
14002,2016-05-09,EA,Neutral,The news focuses on Disney and other consumer stocks with no specific directional signal provided for Electronic Arts.
14003,2016-05-09,AMGN,Bullish,"Amgen is reported to have topped Q1 earnings and revenues while raising its yearly outlook, indicating strong positive performance."
14004,2016-05-09,ROST,Neutral,The news focuses on TJX Companies with no specific information or impact mentioned for Ross Stores.
14005,2016-05-09,GILD,Slightly Bullish,"The summary highlights Gilead's low P/E ratio and past success with its HCV drug pipeline, suggesting some positive investment potential."
14006,2016-05-09,GILD,Neutral,"The news focuses on Disney with only a passing mention of Gilead, lacking a clear directional signal for the stock."
14007,2016-05-09,COST,Slightly Bearish,"Costco's flat comparable-store sales for April, falling short of expectations, suggest a slightly negative performance."
14008,2016-05-09,XEL,Slightly Bullish,"Xcel Energy beat Q1 earnings expectations, though revenues lagged, indicating a slightly positive outcome."
14009,2016-05-09,BIDU,Bearish,"Baidu's stock is reported to be down 3.2% in trading, indicating a negative price movement."
14010,2016-05-10,PYPL,Neutral,The news focuses on Elon Musk and SolarCity with no specific directional impact mentioned for PayPal.
14011,2016-05-10,XEL,Slightly Bullish,"Xcel Energy's shares rose 1.7% after reporting Q1 earnings that beat expectations, indicating a positive performance."
14012,2016-05-10,CMCSA,Neutral,The news focuses on Time Warner and Donald Trump with no specific positive or negative impact mentioned for Comcast.
14013,2016-05-10,AMGN,Neutral,The news mentions Amgen as part of the health care sector but provides no specific directional signal for the stock.
14014,2016-05-10,DISH,Neutral,"The news focuses on Liberty Interactive with only a passing mention of DISH, lacking a clear directional signal."
14015,2016-05-10,ON,Slightly Bearish,"ON Semiconductor's revenues missed estimates and declined year over year, indicating a slightly negative performance."
14016,2016-05-10,INCY,Bearish,"Incyte's stock is reported to be down 3.1% in trading, indicating a negative price movement."
14017,2016-05-10,AMGN,Neutral,The news mentions Amgen in relation to a collaboration payment but provides no specific directional signal for the stock.
14018,2016-05-10,AMGN,Slightly Bullish,"Amgen is noted for topping expectations in Q1, suggesting a slightly positive performance amidst mixed sector results."
14019,2016-05-10,MNST,Neutral,The news focuses on Norwegian Cruise Line with no specific directional signal provided for Monster Beverage.
14020,2016-05-10,MNST,Slightly Bullish,"Monster Beverage shows high options activity with significant trading volume, suggesting positive investor interest."
14021,2016-05-10,COST,Neutral,"The news item focuses on Wal-Mart's dividend and earnings, with no specific positive or negative information about Costco."
14022,2016-05-10,ORLY,Neutral,"The news item discusses A-Mark Precious Metals' dividend, with no direct positive or negative impact mentioned for O'Reilly Automotive."
14023,2016-05-10,BIIB,Bullish,"Biogen's stock increased by 2.5%, indicating a positive performance in the sector update."
14024,2016-05-10,MNST,Slightly Bullish,"Monster Beverage's initiation of a tender offer to buy back shares suggests confidence in its value, though the impact is not strongly positive."
14025,2016-05-10,CSX,Neutral,"The news item discusses a price estimate revision for Norfolk Southern, with no direct mention or impact on CSX."
14026,2016-05-10,BIIB,Slightly Bullish,"Biogen's stock is up by 0.3%, reflecting a minor positive movement in the ETF context."
14027,2016-05-10,EBAY,Slightly Bullish,"The rise of at-home businesses using eBay as a selling platform is mentioned as helpful, suggesting a minor positive impact."
14028,2016-05-10,SIRI,Neutral,"The news focuses on Nexstar Broadcasting's dividend, with no specific positive or negative information about Sirius XM Holdings."
14029,2016-05-10,MU,Strongly Bearish,Micron Technology is described as the worst performer with a stock decline due to weaker demand and falling earnings.
14030,2016-05-10,QCOM,Bearish,"Qualcomm experienced a revenue decline in 2015 compared to NVIDIA's growth, indicating a negative performance trend."
14031,2016-05-10,GILD,Neutral,"The news item focuses on Bio-Techne Corp's dividend, with no specific positive or negative information about Gilead Sciences."
14032,2016-05-10,GILD,Bearish,"Gilead Sciences is mentioned as disappointing in Q1 earnings, reflecting a negative performance."
14033,2016-05-10,GILD,Strongly Bullish,"Gilead Sciences is highlighted as the world's most valuable biotech company with significant growth, indicating a major positive outlook."
14034,2016-05-10,QCOM,Neutral,"The news item reports Qualcomm's after-hours trading activity with a minor price increase, lacking a strong directional signal."
14035,2016-05-10,EA,Strongly Bullish,"Electronic Arts reported earnings and revenue beats, indicating a strong positive catalyst for the stock."
14036,2016-05-10,EA,Neutral,"The news item discusses market movements tied to oil prices, with no specific positive or negative information about Electronic Arts."
14037,2016-05-10,EA,Neutral,"The news focuses on expected trading activity post-earnings for Electronic Arts, with no clear positive or negative sentiment."
14038,2016-05-10,NTES,Bullish,"NetEase's stock is up by 2.3%, reflecting a positive performance in the ETF context."
14039,2016-05-10,NTES,Neutral,The news item previews NetEase's upcoming earnings with no specific positive or negative information provided.
14040,2016-05-10,TCOM,Bullish,"Ctrip.com's stock is up by 1%, indicating a positive performance in the ETF context."
14041,2016-05-10,TCOM,Slightly Bullish,"Ctrip.com is highlighted as a potential positive surprise for earnings, suggesting a minor upside."
14042,2016-05-10,SBUX,Bullish,"Starbucks' stock is up 1.5% with the launch of a new product, indicating a positive market response."
14043,2016-05-10,EA,Neutral,"The news lists Electronic Arts among companies reporting earnings, with no specific positive or negative details provided."
14044,2016-05-11,TMUS,Slightly Bullish,"T-Mobile US seeking FCC approval for 5G testing suggests potential future growth, though not a strong immediate catalyst."
14045,2016-05-11,PYPL,Neutral,"The news discusses competition in the payment sector, with no clear positive or negative impact on PayPal."
14046,2016-05-11,EA,Strongly Bullish,"Electronic Arts jumped 10% on strong earnings, indicating a major positive catalyst."
14047,2016-05-11,EA,Strongly Bullish,"Electronic Arts is among the best-performing S&P 500 components, trading up 14.4%, reflecting a strong positive movement."
14048,2016-05-11,EA,Strongly Bullish,Electronic Arts is highlighted as a stock to watch with a significant positive performance post-earnings.
14049,2016-05-11,EA,Strongly Bullish,"Electronic Arts topped the Nasdaq 100 performers, trading up 14.9%, indicating a strong positive catalyst."
14050,2016-05-11,GILD,Slightly Bearish,"Gilead Sciences' stock is down by 0.9%, reflecting a minor negative movement in the ETF context."
14051,2016-05-11,EA,Bullish,"The title and summary indicate a bullish cross above the critical 200-day moving average, suggesting positive momentum for EA stock."
14052,2016-05-11,EA,Strongly Bullish,"EA's Q4 earnings and revenue exceeded expectations, with a significant 7.7% stock price increase in aftermarket trading, driven by strong digital revenues and Star Wars Battlefront sales."
14053,2016-05-11,TSCO,Neutral,The news about the ex-dividend date for TSCO is factual with no clear positive or negative impact on the stock's outlook.
14054,2016-05-11,AMGN,Neutral,"The summary presents mixed results for the biotech sector, with AMGN topping expectations but no specific positive or negative catalyst mentioned for the company."
14055,2016-05-11,AMGN,Slightly Bearish,"AMGN's stock is reported to be down by 0.3% in trading, indicating a slight negative performance in the context of ETF outflows."
14056,2016-05-11,SBUX,Neutral,The news focuses on another company (QSR) with no specific information or impact mentioned regarding SBUX.
14057,2016-05-11,EA,Bullish,"The success of the Star Wars franchise significantly boosted EA's results, indicating a positive impact on the stock."
14058,2016-05-11,TMUS,Neutral,The summary mentions TMUS as a competitor to Verizon but provides no specific positive or negative information about TMUS itself.
14059,2016-05-11,BIDU,Strongly Bearish,"BIDU is added to the Zacks Rank #5 (Strong Sell) list, indicating a strong negative outlook for the stock."
14060,2016-05-11,INCY,Slightly Bullish,INCY's agreement to buy European operations and in-license Iclusig suggests potential growth through strategic expansion.
14061,2016-05-11,ROST,Bearish,"ROST is reported as the worst performing Nasdaq 100 component, trading down 4.0%, indicating negative market sentiment."
14062,2016-05-11,SIRI,Neutral,The comparison of expense allocation between Sirius XM and Pandora provides no clear directional sentiment for SIRI.
14063,2016-05-11,DISH,Bullish,"DISH is recommended as a buy with a strong EPS surprise of 78.1% for the first quarter, indicating positive sentiment."
14064,2016-05-11,PAYX,Neutral,The news focuses on another company (TGH) with no specific information or impact mentioned regarding PAYX.
14065,2016-05-11,ODFL,Neutral,The news focuses on UPS with no specific positive or negative information provided about ODFL.
14066,2016-05-11,EBAY,Slightly Bullish,The partnership with FedEx to facilitate easier shipping for sellers suggests a slight positive impact on EBAY's operations.
14067,2016-05-11,CHTR,Slightly Bullish,"CHTR's stock is up 1.4% in pre-market trading, indicating a slight positive sentiment."
14068,2016-05-11,NTES,Bullish,"NTES has consistently beaten earnings expectations every quarter in the past year, suggesting strong positive sentiment."
14069,2016-05-11,EXC,Bearish,EXC's past dividend cut of 41% due to overextension indicates ongoing concerns about financial stability.
14070,2016-05-11,ADP,Slightly Bearish,"ADP's stock is down by 0.7% in trading, reflecting a slight negative performance."
14071,2016-05-11,BIDU,Bearish,The controversy surrounding BIDU following a patient's death raises concerns about potential negative impact on shareholder value.
14072,2016-05-11,PEP,Neutral,The news focuses on Anheuser-Busch Inbev with no specific positive or negative information about PEP.
14073,2016-05-11,QCOM,Slightly Bullish,QCOM's efforts to develop chipsets for 5G mobile standards suggest potential future growth and innovation.
14074,2016-05-12,CHTR,Bullish,The approval of the merger with Time Warner Cable by regulatory bodies indicates a significant positive catalyst for CHTR.
14075,2016-05-12,CMCSA,Neutral,The mention of CMCSA's high-speed internet service provides no clear positive or negative sentiment specific to the company.
14076,2016-05-12,CMCSA,Neutral,The news focuses on another company (CABO) with no specific information or impact mentioned regarding CMCSA.
14077,2016-05-12,ADBE,Bullish,"Analysts predict a 13.74% upside to ADBE's stock price, indicating positive sentiment for future growth."
14078,2016-05-12,SIRI,Slightly Bullish,"SIRI's stock is slightly up in pre-market trading with a 'buy range' recommendation, suggesting mild positive sentiment."
14079,2016-05-12,CHTR,Slightly Bullish,High options trading volume for CHTR suggests increased investor interest and potential positive sentiment.
14080,2016-05-12,CMCSA,Neutral,The news focuses on Time Warner Cable's merger aspirations with no specific positive or negative impact mentioned for CMCSA.
14081,2016-05-12,MU,Neutral,The news about new options trading for MU lacks a clear directional impact on the stock's value.
14082,2016-05-12,GILD,Neutral,The news focuses on Amgen's ex-dividend date and does not provide specific positive or negative information about GILD.
14083,2016-05-12,DISH,Slightly Bullish,The mention of a strong EPS surprise and a high Zacks Rank for DISH suggests a slightly positive outlook.
14084,2016-05-12,BIIB,Slightly Bullish,"The news highlights royalties from Biogen's Tysabri drug contributing to Perrigo's revenue growth, indicating a positive impact for BIIB."
14085,2016-05-12,BIIB,Neutral,The news focuses on Amgen's ex-dividend date and does not provide specific positive or negative information about BIIB.
14086,2016-05-12,MU,Bearish,The news explicitly lists MU as one of today's worst stocks amid bearish sentiment and lackluster earnings outlooks for tech companies.
14087,2016-05-12,ADP,Bullish,"The news highlights ADP as a top-ranked safe dividend stock with a solid yield, indicating positive investor confidence."
14088,2016-05-12,NTES,Neutral,The news mentions NTES in the context of competition but lacks specific positive or negative developments for the company.
14089,2016-05-12,QCOM,Slightly Bullish,The partnership with Ericsson on 5G technology suggests potential growth opportunities for QCOM.
14090,2016-05-12,EA,Neutral,The news focuses on Walt Disney's stock performance and does not mention EA or provide relevant information impacting it.
14091,2016-05-12,EA,Slightly Bullish,The expectation of growth in digital revenues for Take-Two Interactive suggests a positive industry trend that could benefit EA.
14092,2016-05-12,AMGN,Neutral,The news mentions AMGN in relation to Medivation buyout rumors but lacks specific directional impact on the stock.
14093,2016-05-12,SWKS,Neutral,The high options trading volume for SWKS does not indicate a clear positive or negative sentiment toward the stock.
14094,2016-05-12,QCOM,Neutral,The news focuses on L-3 Communications' ex-dividend date and does not provide specific positive or negative information about QCOM.
14095,2016-05-12,EBAY,Slightly Bullish,"The news highlights EBAY's role in reducing barriers in collectibles trading, suggesting a positive impact on its business model."
14096,2016-05-12,AMGN,Slightly Bullish,The approval of a competing drug in the EU alongside AMGN's Kyprolis indicates a stable position in the market for AMGN.
14097,2016-05-12,ROST,Neutral,The news about upcoming earnings for ROST does not provide a clear directional signal with a 0.00% ESP.
14098,2016-05-12,NTES,Bullish,"The news indicates significant upside potential for NTES based on analyst target prices, suggesting a positive outlook."
14099,2016-05-12,TMUS,Slightly Bullish,The introduction of the 'Mobile Without Borders' plan by TMUS suggests innovative growth potential in its subscriber base.
14100,2016-05-12,TMUS,Bullish,"The news suggests TMUS trades at a lower multiple compared to peers, with potential for significant stock appreciation."
14101,2016-05-12,ROST,Neutral,The news focuses on Hanesbrands' ex-dividend date and does not provide specific positive or negative information about ROST.
14102,2016-05-12,NTES,Neutral,The news focuses on Netflix's performance and does not provide specific information impacting NTES.
14103,2016-05-13,CMCSA,Neutral,The news compares CMCSA to Viacom but lacks specific positive or negative developments for CMCSA.
14104,2016-05-13,TMUS,Neutral,The news discusses the telecom industry market share but does not provide specific positive or negative information about TMUS.
14105,2016-05-13,TMUS,Slightly Bullish,The news about TMUS signing a roaming agreement in Cuba suggests potential for expanded market reach.
14106,2016-05-13,TXN,Neutral,The news about hedge fund holdings of TXN does not provide a clear directional signal for the stock's performance.
14107,2016-05-13,PYPL,Strongly Bullish,"The news identifies PYPL as a top tech stock with strong growth potential in the mobile payments industry, indicating significant upside."
14108,2016-05-13,SBUX,Neutral,The news focuses on Aramark's ex-dividend date and does not provide specific positive or negative information about SBUX.
14109,2016-05-13,NTES,Bullish,"The news highlights NTES's strong earnings beat compared to consensus estimates, indicating a positive performance."
14110,2016-05-13,NTES,Slightly Bullish,"The news reports a 3.0% increase in NTES stock price on the day, suggesting a positive short-term movement."
14111,2016-05-13,BIDU,Slightly Bullish,"The news highlights strong growth in Weibo's revenue, particularly in advertising from SMEs, despite struggles in Sina's core portal business."
14112,2016-05-13,ADBE,Slightly Bullish,"Adobe Systems is reported to be up by 0.7% in trading, indicating a positive price movement."
14113,2016-05-13,CMCSA,Bearish,"The news mentions the FCC thwarting Comcast's attempt to acquire Time Warner Cable due to market share concerns, indicating a negative impact."
14114,2016-05-13,CSX,Neutral,The approval of a quarterly dividend by CSX Corporation does not indicate a clear positive or negative impact on the stock's outlook.
14115,2016-05-13,KHC,Neutral,The news focuses on Archer-Daniels-Midland's ex-dividend date and does not provide specific information impacting Kraft Heinz's outlook.
14116,2016-05-13,AKAM,Bullish,Analysts predict an 18.27% upside for Akamai Technologies with a target price significantly higher than the current price.
14117,2016-05-13,SIRI,Slightly Bullish,Sirius XM is reported to have a 'buy range' recommendation by Zacks and a slight price increase in after-hours trading.
14118,2016-05-13,ORLY,Slightly Bearish,"The news highlights increasing competition from online giants like Amazon, posing a potential threat to O'Reilly Automotive's market share."
14119,2016-05-13,ALGN,Bullish,"Align Technology is up 29% over the past year with strong EPS growth, indicating a positive outlook."
14120,2016-05-13,COST,Neutral,The news focuses on Target's ex-dividend date and does not provide specific information impacting Costco's outlook.
14121,2016-05-13,EA,Bearish,The delay of Electronic Arts' 'Gigantic' action game until 2020 or 2021 suggests potential negative impact on investor expectations.
14122,2016-05-13,EBAY,Slightly Bearish,"The news highlights increasing competition in the auto parts market from online providers like eBay, but does not indicate a dominant positive impact for eBay itself."
14123,2016-05-13,SIRI,Bearish,"The news indicates increased financial leverage and rising debt for Sirius XM, suggesting potential financial strain."
